region,parameter,mode,powertrain,year,value,price,range_km,battery_capacity,weight_kg,motor_power,charging_time,sales_volume,co2_saved,energy_efficiency,number_of_seats,distance_traveled,PC1_Car_Specs,PC2_Car_Specs
Australia,EV stock,Cars,PHEV,2015,2100.0,37360.0,308.13161974321366,72.0,2192.0,93.0,6.533526374269666,1989.0,112.18,292.64863322322384,2.0,99033.0,0.1625435095759151,0.5429348361753706
Australia,EV stock share,Cars,EV,2015,0.027000000700355,48253.0,107.0,30.0,1567.0,159.0,5.37,4876.0,208.69,280.37,5.0,51813.0,-0.2810736769072205,0.5099729501985619
Australia,EV sales share,Cars,EV,2015,0.200000002980232,44440.0,344.0,77.0,1517.0,269.0,11.92,3618.0,490.99310434671213,223.84,6.0,50284.09877285474,-0.4947259832559216,-0.8783391397185962
Australia,EV sales,Cars,BEV,2015,760.0,57685.0,491.0,49.0,1140.0,230.0,8.16,2604.7556018521514,507.2994238845798,68.50542907839275,3.0,25518.0,-0.25123540574378544,-1.6566091069483884
Australia,EV stock,Cars,BEV,2015,1500.0,55072.26576007102,348.0,59.55716397097859,1372.0,185.0,8.72,524.0,72.94,219.24408874680154,3.0,92281.0,0.32888657353885314,-0.7481932365215688
Australia,EV stock,Cars,BEV,2016,2200.0,44777.0,369.0,91.0,1960.0,134.0,11.21,2572.214199154518,377.3527130950314,246.61,4.46285770543597,92966.0,0.6751889416335932,-0.05665689282689587
Australia,EV sales,Cars,BEV,2016,670.0,55107.17977748125,240.0,32.0,1869.0,185.2293594284544,6.458529361359824,3522.0,338.11,133.33,5.0,6276.0,-0.6486470450668309,0.7622256867334597
Australia,EV sales share,Cars,EV,2016,0.150000005960464,49278.0,330.0,87.0,1343.0,159.0,6.560709989545612,306.0,40.39,263.64,3.0,31821.0,1.0971402492369846,-1.0011998109814024
Australia,EV stock share,Cars,EV,2016,0.037000000476837,41226.0,515.0,55.203958053538486,1546.0,147.0,6.517088036191613,4259.0,877.35,81.55,7.0,50868.0,-0.3500886105099852,-1.3645400168722501
Australia,EV stock,Cars,PHEV,2016,2800.0,62894.0,321.0,80.0,1747.8725391435792,186.61803701159087,6.5,2812.650544356912,364.01,249.22,5.0,83948.0,0.8550670957348017,0.2122631017920036
Australia,EV sales,Cars,PHEV,2016,700.0,35728.0,437.0,29.0,1431.0,255.0,10.21,4182.545553454999,703.57,40.80089418123589,7.0,25427.0,-1.9904721622465762,-1.4069304894989993
Australia,EV sales,Cars,PHEV,2017,1100.0,71586.0,295.0,75.0,1192.0,171.0,5.45,4559.0,537.96,254.24,2.0,30167.0,1.7033968101174037,-0.5124565608332892
Australia,EV stock,Cars,PHEV,2017,3900.0,47182.0,388.6809633810727,57.0316177991902,1153.0,131.0,3.58,3493.0,500.2,173.18,6.0,14346.0,0.5769177660055528,-1.4965119645197988
Australia,EV stock share,Cars,EV,2017,0.052000001072884,55106.27182265381,110.0,91.0,1752.187277628378,251.0,6.496792014386496,3448.0,151.71,827.27,6.0,8549.0,0.5605434065538644,0.7056703387198068
Australia,EV sales share,Cars,EV,2017,0.259999990463257,55074.76224226048,591.0,61.0,2284.0,180.0,6.433781698702932,1808.0,427.41,35.709913950465506,5.0,86308.0,-0.7051597630726474,0.12871179364137725
Australia,EV charging points,EV,Publicly available fast,2017,40.0,55104.985709166525,536.0,88.0,1615.0,108.0,4.61,1991.1353155055829,457.74,164.18,3.0,11657.0,1.2787054384071268,-1.0498599127972694
Australia,EV charging points,EV,Publicly available slow,2017,440.0,46786.0,386.0,52.57205772608883,1164.0,248.0,8.21,504.0,77.82,150.26,2.0,50283.76308944571,-0.605414755550016,-1.5407247620685813
Australia,EV sales,Cars,BEV,2017,1200.0,55089.41443125983,476.0,56.736583039167684,1749.192189370192,268.0,11.21,4933.0,939.24,115.55,2.0,50282.55099865108,-0.9861747668874055,-0.5351610337387077
Australia,EV stock,Cars,BEV,2017,3400.0,68928.0,154.0,34.0,1148.0,81.0,6.99,3586.0,220.9,220.78,3.0,64177.0,1.591427688537362,0.11120576649117452
Australia,EV stock,Cars,BEV,2018,5200.0,40850.0,331.0,57.53086822957918,1791.0,120.0,6.544800283690796,716.0,94.8,223.67859428521422,6.0,64297.0,-0.010988904068628576,-0.1909637171682588
Australia,EV sales,Cars,BEV,2018,1800.0,50339.0,368.3366968468693,86.0,1634.0,187.34571893133284,8.61,2561.570270473665,374.81208538117176,260.61,4.46487997267911,75436.0,0.557126576884082,-0.560150371165884
Australia,EV charging points,EV,Publicly available fast,2018,61.0,75217.0,141.0,40.0,1740.0,241.0,3.81,1470.0,82.91,283.69,6.0,85957.0,0.06797745641457194,1.3524141888969856
Australia,EV charging points,EV,Publicly available slow,2018,670.0,61926.0,475.0,90.0,1966.0,186.47196644284827,1.32,2400.0,456.0,189.47,5.0,70709.0,0.6744164826634842,-0.00996581918484986
Australia,EV sales share,Cars,EV,2018,0.419999986886978,42010.0,198.0,45.64998186643726,1748.5852035248297,159.0,5.68,3611.0,285.99,271.9696239429296,7.0,26340.0,-0.39774246745918396,0.2833671524120002
Australia,EV stock share,Cars,EV,2018,0.076999999582768,37779.0,496.0,72.0,2137.0,115.0,3.38,3017.5096762477847,583.89,145.16,4.517718883594255,26221.0,-0.2369311039355949,-0.27710555149078375
Australia,EV stock,Cars,PHEV,2018,5700.0,55100.91188034317,225.0,46.0,1661.0,288.0,6.5241668624032245,4654.0,418.86,252.65633381333186,3.0,21566.0,-1.0116676163991705,0.2706334901949245
Australia,EV sales,Cars,PHEV,2018,1800.0,59820.0,375.00619063250963,50.0,1243.0,128.0,10.43,1868.0,268.24,139.28,4.0,88457.0,0.8445885373190607,-0.8891743296140776
Australia,EV sales,Cars,PHEV,2019,2900.0,30381.0,410.0,47.0,1091.0,251.0,11.57,1922.4213248412823,316.03,114.63,4.48082681921442,50285.130907878956,-1.3684148728435803,-2.1989499684024376
Australia,EV stock,Cars,PHEV,2019,8600.0,75517.0,285.0,54.11705665241379,2364.0,287.0,4.59,2865.0,326.61,241.35549916677627,3.0,48799.0,-0.701927893011117,1.9486162377344265
Australia,EV stock share,Cars,EV,2019,0.140000000596046,40674.0,497.0,72.0,1746.6670475677067,201.0,2.93,235.0,46.72,144.87,4.547843578850717,45354.0,-0.5676191194738857,-1.0327243466542708
Australia,EV sales share,Cars,EV,2019,1.20000004768372,50543.0,425.0,79.0,1840.0,186.8939472008954,3.49,1648.0,280.16,185.88,4.0,45958.0,0.1345148961714513,-0.330425498395311
Australia,EV charging points,EV,Publicly available slow,2019,1700.0,44842.0,552.0,86.0,1129.0,187.48026079854046,2.51,1627.0,359.24,155.8,5.0,60405.0,0.5168158503770598,-2.3951563345317677
Australia,EV sales,Cars,BEV,2019,6300.0,36934.0,422.9361727117099,48.0,1745.8747430909468,187.78863616849006,6.560024941900775,2588.0,453.42,109.59,4.0,50283.58036293577,-1.102265385515513,-0.7388034829232197
Australia,EV stock,Cars,BEV,2019,12000.0,55100.643844286074,197.0,64.0,1337.0,280.0,6.566256197503954,4078.0,321.35,324.87,5.0,21816.0,-0.16354774319103005,-0.33741260005867924
Australia,EV stock,Cars,BEV,2020,17000.0,39063.0,532.0,60.8690471032912,1745.5181720208818,281.0,5.65,4323.997438214228,831.84,118.42,6.0,62813.0,-1.6789922245017734,-1.2184991774127982
Australia,EV sales,Cars,BEV,2020,5200.0,78827.0,364.2131936180048,74.0,1376.0,273.0,6.48450735627939,1356.8501986473577,171.27,140.68,3.0,81716.0,0.7852199650269918,-0.2834050007519374
Australia,EV charging points,EV,Publicly available slow,2020,2300.0,55089.29775254848,106.0,89.0,1847.0,202.0,9.61,2161.0,77.08208848996219,839.62,7.0,50282.3406546089,0.8723863679310057,0.9516743833405492
Australia,EV sales share,Cars,EV,2020,1.10000002384186,55294.0,394.39880573555297,82.0,2021.0,186.1239548510244,2.32,2254.2412954142223,351.83,206.03,3.0,34492.0,0.28805779947391885,0.25739816505256996
Australia,EV stock share,Cars,EV,2020,0.180000007152557,67286.0,455.0,25.0,1741.0,227.0,11.6,1120.0,203.84,54.95,7.0,94136.0,-0.9360893094526285,0.034481685395078496
Australia,EV stock,Cars,PHEV,2020,10000.0,77562.0,220.0,32.0,1215.0,206.0,6.462455260531057,4052.0,413.7495312904575,145.45,4.456530096943144,50277.923653401675,0.5981481906376732,0.14788306094427925
Australia,EV sales,Cars,PHEV,2020,1700.0,49289.0,572.0,80.62806317761854,1489.0,211.0,6.88,241.0,55.14,124.48608474837124,7.0,50283.18609122776,0.003259479449219391,-1.6335956127412
Australia,EV sales,Cars,PHEV,2021,3400.0,46039.0,328.0,55.0,1746.404243015468,218.0,6.65,3605.0,474.1538462798735,167.68,2.0,65160.0,-0.7147014858795461,-0.1859534134679095
Australia,EV stock,Cars,PHEV,2021,14000.0,55104.65439512442,517.0,64.0,2382.0,191.0,11.08,2839.5450952944957,579.04,123.79,2.0,11676.0,-0.7041072810482768,0.5792505020664733
Australia,EV stock,Cars,FCEV,2021,44.0,77833.0,517.0,97.0,2041.0,294.0,11.09,3667.0,758.34,187.62,5.0,51813.0,0.37111583536158443,0.3030004360789903
Australia,EV stock share,Cars,EV,2021,0.319999992847443,39358.0,485.0,44.0,1055.0,217.0,6.87,2819.0672101765076,539.51,90.72,6.0,50284.71043934568,-0.8765928370325959,-2.2688500183294735
Australia,EV sales share,Cars,EV,2021,2.79999995231628,34908.0,460.0,51.1891688017179,2086.0,93.0,7.25,639.0,117.58,93.48,4.571512000605638,10632.0,-0.5892330017401752,-0.20963118757139718
Australia,EV charging points,EV,Publicly available fast,2021,320.0,66088.0,128.0,79.0,1747.4266877709204,132.0,6.461952594731227,3644.0,186.57,617.19,5.0,97835.0,1.7118350825850532,1.0694061073760617
Australia,EV charging points,EV,Publicly available slow,2021,2000.0,62955.0,336.8295310185508,56.0,2348.0,223.0,2.11,1316.0,180.53792332299088,294.74,2.0,50281.4872618564,-0.6158270309331345,1.4176286395066326
Australia,EV sales,Cars,BEV,2021,17000.0,32787.0,463.0,59.0,1835.0,170.0,6.5619845943153825,3817.0,706.91,127.43,4.0,88179.0,-0.9495617303653624,-0.8643278964842203
Australia,EV stock,Cars,BEV,2021,34000.0,73191.0,296.0,53.0,1878.0,87.0,2.02,1839.0,195.94974540587066,179.05,2.0,5389.0,1.3679709716703374,1.0385922964592316
Australia,EV sales,Cars,FCEV,2021,44.0,41908.0,224.0,90.0,1299.0,236.0,10.08,1624.0,145.51,401.79,6.0,69399.0,0.39282192891132195,-0.9595821057656154
Australia,EV sales,Cars,FCEV,2022,15.0,54837.0,327.0,61.0,1288.0,185.68598171451603,3.42,805.0,105.29,186.54,4.539893325530716,6200.0,0.4517375609801686,-0.8478939625316574
Australia,EV stock,Cars,BEV,2022,67000.0,55954.0,525.0,74.0,1848.0,188.0,6.447139082824642,3699.0,776.79,140.95,4.4586292313924325,81159.0,0.05316663611880579,-0.5216449400156244
Australia,EV sales,Cars,BEV,2022,33000.0,55072.63373747909,515.0,36.0,1270.0,91.0,10.29,2543.2968636491146,532.4189620617562,69.9,4.0,89714.0,0.416046750945027,-1.4018760063204374
Australia,EV sales share,Cars,EV,2022,5.09999990463257,41478.0,187.0,64.0,2035.0,139.0,2.77,3802.0,284.39,342.25,3.0,69215.0,0.005195526398806699,0.805056088018194
Australia,EV stock,Cars,FCEV,2022,100.0,77185.0,454.0,73.0,1289.0,231.0,2.57,4269.0,775.25,160.79,4.0,16017.0,1.0203894586714983,-0.8021448451466721
Australia,EV stock,Cars,PHEV,2022,21000.0,37807.0,136.0,99.0,1742.932668914373,214.0,6.595172621571845,1564.0,85.08,727.94,2.0,91789.0,0.4134789244637104,0.10849828035874497
Australia,EV sales,Cars,PHEV,2022,5900.0,35272.0,262.0,92.0,2105.0,113.0,6.524900446334149,2936.0,322.6051381419418,351.15,6.0,77544.0,0.5570441141585067,0.383006017398305
Australia,EV stock share,Cars,EV,2022,0.589999973773956,39087.0,591.0,64.51079626036248,1747.2126101580582,84.0,6.554690929364272,59.0,13.95,96.45,2.0,34177.0,0.09410188289873243,-1.30933920292041
Australia,EV charging points,EV,Publicly available fast,2022,470.0,55079.31555953813,194.0,36.0,2281.0,185.0,11.06,3383.0875689249483,324.68,185.57,4.497812196636411,75083.0,-0.8292731291894503,1.72727368328808
Australia,EV charging points,EV,Publicly available slow,2022,2100.0,31431.0,235.66961683769614,42.0,1390.0,220.0,10.9,1030.0,58.92,293.71,4.0,50285.1985182515,-1.1871489277946656,-0.8804286911188799
Australia,EV charging points,EV,Publicly available fast,2023,660.0,76745.0,359.7742661160895,60.0,1988.0,132.0,2.41,2645.0,408.39,209.02680105933024,6.0,43565.0,1.0963093285442953,1.0472344374080813
Australia,EV charging points,EV,Publicly available slow,2023,2100.0,63744.0,579.0,21.0,1753.5373259358546,86.0,6.361029839624464,3136.0,726.3,36.27,7.0,10732.0,-0.09642349187152163,-0.3831113452386591
Australia,EV stock share,Cars,EV,2023,1.20000004768372,55080.335258985,127.0,80.0,1781.0,278.0,6.527211040368059,1761.0,89.46,629.92,6.0,72522.0,-0.013070628357146246,0.7279250283612856
Australia,EV sales,Cars,PHEV,2023,11000.0,55079.85619577763,213.46559462767834,58.0,1984.0,286.0,6.85,3765.0,272.59,320.44,5.0,73233.0,-0.9438715435858278,0.8959609903121792
Australia,EV stock,Cars,PHEV,2023,31000.0,60289.0,424.0,83.0,1095.0,272.0,7.35,2284.0,387.37,254.5353988170948,3.0,97812.0,0.47741844251274856,-1.6070520816369473
Australia,EV stock,Cars,FCEV,2023,65.0,32631.0,556.0,45.0,1366.0,282.0,4.61,1914.0,425.67,80.94,4.495652324809866,69020.0,-2.051187857309516,-2.159626820923674
Australia,EV sales share,Cars,EV,2023,12.0,46476.0,249.0,91.0,1046.0,252.0,3.41,1187.4972332896173,28.19,365.46,4.0,50283.88789355941,0.627433284724853,-1.4431460928746982
Australia,EV sales,Cars,BEV,2023,87000.0,55069.41682998467,345.0,28.0,2015.0,80.0,6.449605405415631,1708.0,235.7,81.16,6.0,94486.0,-0.08283370639042484,0.7482060964351916
Australia,EV stock,Cars,BEV,2023,150000.0,55075.72469518682,368.0,66.0,1417.0,231.0,4.71,1454.0,220.58998141755785,179.35,5.0,75234.0,0.016408284006566142,-0.797690795966968
Australia,EV sales,Cars,FCEV,2023,6.0,47561.0,554.0,82.0,1141.0,193.0,4.33,4752.0,876.1938115837727,148.01,2.0,70227.0,0.4546031961938416,-2.2907830600525814
Austria,EV stock,Cars,BEV,2010,350.0,66635.0,274.0,48.774269933314216,1381.0,252.0,1.19,3706.0,406.18,186.13,5.0,96605.0,-0.0132918152732129,-0.13653166745407716
Austria,EV stock share,Cars,EV,2010,0.00789999961853,42357.0,432.0,74.0,1376.0,173.0,11.4,1100.2821275790677,208.22,171.3,4.0,72678.0,0.2040194663606733,-1.4601248613698883
Austria,EV stock share,Cars,EV,2011,0.021999999880791,64589.0,435.0,66.92134395005455,1711.0,186.15382292471043,10.2,1715.0,298.41,209.2,5.0,61985.0,0.45787399314306987,-0.1834375748816435
Austria,EV charging points,EV,Publicly available fast,2011,0.100000001490116,52279.0,363.0,85.0,1750.3786662442967,228.0,6.86,1280.0,189.85165398117408,234.16,4.0,23990.0,0.1498639928926182,-0.28330345156053405
Austria,EV charging points,EV,Publicly available slow,2011,0.100000001490116,30440.0,287.0,56.0,2230.0,250.0,9.19,2976.0,341.64,195.12,3.0,99293.0,-1.9180939568899615,0.466616716254065
Austria,EV stock,Cars,BEV,2011,990.0,75596.0,396.0,68.0,1487.0,203.0,6.14,3558.0,539.7969272539094,171.72,4.0,64873.0,0.9964006617541123,-0.19440831140382997
Austria,EV stock,Cars,BEV,2012,1400.0,76093.0,563.0,70.0,2146.0,184.66693378841225,6.91,1312.0,295.46,87.29379414191084,3.0,26602.0,0.43642554771165637,0.49146337747640023
Austria,EV stock,Cars,PHEV,2012,140.0,52609.0,226.19149283398508,95.0,1754.0,244.0,7.6,1197.0,96.72,470.3,3.0,64991.0,0.4659462299453859,0.19069696770904482
Austria,EV charging points,EV,Publicly available fast,2012,0.100000001490116,51481.0,338.0,40.0,1965.0,291.0,2.04,2406.5454613926977,321.91,118.34,7.0,90532.0,-1.746809066517338,0.36977513477862434
Austria,EV charging points,EV,Publicly available slow,2012,0.100000001490116,72024.0,460.20517988400997,53.63077112278425,2466.0,250.0,6.79,3532.0,614.57,101.15,7.0,70370.0,-0.8491202139929186,1.4237552814604675
Austria,EV stock share,Cars,EV,2012,0.032999999821186,61993.0,594.0,59.0,1747.0,119.0,4.94,4623.0,1098.42,99.33,5.0,59486.0,0.5023742788623666,-0.6969096350720294
Austria,EV stock share,Cars,EV,2013,0.052999999374151,57408.0,417.0,95.0,2139.0,120.0,3.16,2294.0,382.64,299.19549695290505,5.0,50462.0,1.1619578143198241,0.45136040449045906
Austria,EV sales share,Cars,EV,2013,0.200000002980232,56945.0,371.0,85.0,1747.3126340606364,207.0,2.74,4124.0,612.0,229.11,5.0,78641.0,0.5057860306868087,-0.17687705867388495
Austria,EV charging points,EV,Publicly available fast,2013,0.100000001490116,72924.0,295.0,61.0,1748.546984090703,154.0,5.84,4268.0,503.62,258.9828702249297,5.0,99519.0,1.074800594143998,0.6951095854899594
Austria,EV charging points,EV,Publicly available slow,2013,0.100000001490116,55103.44192195009,364.0,83.0,2014.0,185.34646100130308,2.5,4135.0,602.06,228.02,3.0,15605.0,0.3623100389449318,0.34888241805419373
Austria,EV stock,Cars,PHEV,2013,410.0,47546.0,286.0,47.0,1745.191327220159,261.0,8.48,3864.0,468.40805338090183,213.96991065562293,7.0,84809.0,-1.1877464688110992,0.015809919903316188
Austria,EV stock,Cars,BEV,2013,2100.0,42250.0,447.0,66.0,1557.0,199.0,3.4,3207.0,573.41,147.65,7.0,56591.0,-0.4128460644573408,-1.1460057752368074
Austria,EV sales,Cars,BEV,2013,650.0,32505.0,112.0,80.0,1559.0,86.0,4.16,1372.0,61.47,714.29,5.0,5977.0,1.0602109597779183,-0.12790021983681546
Austria,EV sales,Cars,BEV,2014,1700.0,55091.1365876103,192.0,86.0,1067.0,145.0,2.01,99.0,7.6,443.3136669536271,7.0,45591.0,1.8454987048078337,-0.8515010545030408
Austria,EV stock,Cars,BEV,2014,3400.0,42213.0,504.0,39.0,1743.157807792106,262.0,6.578323467088568,2649.0,534.04,77.38,6.0,98576.0,-1.9099101680825914,-0.9186228071477068
Austria,EV sales,Cars,FCEV,2014,6.0,42344.0,505.0,58.0,1278.0,89.0,6.595699505848183,1743.0,352.09,114.85,6.0,92701.0,0.5245052893156716,-1.7940913725386107
Austria,EV stock,Cars,FCEV,2014,3.0,55089.36502462595,548.0,53.0,2027.0,215.0,2.23,2071.4488802494966,492.98,96.72,6.0,50282.85746174681,-0.9448458092213473,-0.2039082282186276
Austria,EV stock,Cars,PHEV,2014,780.0,55079.59947829351,335.0,32.0,1867.0,271.0,5.4,2277.0,305.12,95.52,7.0,74340.0,-1.5497404020467072,0.33732050061657387
Austria,EV charging points,EV,Publicly available fast,2014,0.100000001490116,55069.892886899404,176.0,21.0,1955.0,238.0,9.52,2632.0,185.29,119.32,6.0,98404.0,-1.3875648839677144,1.1827871433415538
Austria,EV charging points,EV,Publicly available slow,2014,0.100000001490116,56810.0,470.0,73.0,1862.0,187.23268115950972,7.36,2078.0,390.66,155.32,3.0,84908.0,0.13247954035584483,-0.2586167423711685
Austria,EV sales share,Cars,EV,2014,0.569999992847443,60079.0,409.0,45.0,2231.0,284.0,1.6,3546.546786589705,575.71,110.02,2.0,4644.0,-1.555888772856473,0.8427619192682828
Austria,EV stock share,Cars,EV,2014,0.089000001549721,55076.057988265726,278.68091540131286,94.0,1926.0,245.0,4.93,567.0,53.98,394.96,2.0,83001.0,0.30484282702150406,0.4026318359462943
Austria,EV stock share,Cars,EV,2015,0.140000000596046,30681.0,495.17130281739367,54.0,1124.0,188.51568614312694,3.04,3471.735959267789,656.08,120.27,4.461698907724729,68012.0,-0.7661002309722044,-2.4326335426847385
Austria,EV sales share,Cars,EV,2015,0.899999976158142,47588.0,298.0,35.0,2345.0,221.0,4.53,3311.0,394.67,117.45,4.0,90162.0,-1.661767395529267,1.2356884086498998
Austria,EV charging points,EV,Publicly available fast,2015,0.100000001490116,56328.0,211.0,80.0,1153.0,278.0,11.78,1893.0,159.77,379.15,4.0,69996.0,0.4480325628275337,-0.7899091247519873
Austria,EV charging points,EV,Publicly available slow,2015,0.100000001490116,55089.30022246336,248.0,39.0,1748.8469583770516,219.0,10.38,581.0,57.64,157.26,3.0,50282.878354269385,-0.681223218922951,0.4387568404418545
Austria,EV stock,Cars,PHEV,2015,1500.0,55093.22987423243,272.0,52.4992729386296,1749.6705135834325,144.0,10.47,1708.0,185.83,246.28318504249887,4.0,40562.0,0.30242908600022683,0.3435648534845648
Austria,EV stock,Cars,FCEV,2015,6.0,48210.0,581.0,22.0,1747.4840611880225,186.87275343556507,4.53,3393.0,788.53,37.87,3.0,55326.0,-1.5593963217599562,-0.9043473588169593
Austria,EV sales,Cars,FCEV,2015,4.0,30526.0,540.0,85.0,2347.0,230.0,4.69,2837.0,612.79,157.41,4.540193978531636,95.0,-1.447031547146202,-0.37033436088943494
Austria,EV sales,Cars,PHEV,2015,1100.0,62763.0,236.0,29.0,1752.7859742916064,239.0,10.04,2985.0,281.78,122.88,4.0,18187.0,-0.8130091629806284,0.7317727337086524
Austria,EV stock,Cars,BEV,2015,5000.0,44655.0,181.0,69.0,1203.0,188.0,7.54,2810.5566810001287,220.89,381.22,7.0,89996.0,0.5290879919998736,-0.7812562008258884
Austria,EV sales,Cars,BEV,2015,1700.0,54383.0,435.0,56.91313244448457,2295.0,147.0,4.36,1636.0522054904304,303.98,140.23,2.0,60370.0,-0.33018830177330893,0.7613738542458827
Austria,EV sales,Cars,BEV,2016,3800.0,31271.0,535.0,52.0,1789.0,92.0,6.567409562469145,60.0,12.84,97.2,5.0,3718.0,-0.5511739998672578,-1.1784680344443403
Austria,EV stock,Cars,BEV,2016,9100.0,55095.13413196374,260.0,78.0,1750.1834546601476,75.0,10.29,2746.0,287.93257659629046,300.0,2.0,35500.0,1.5916258077178655,0.32431873481232515
Austria,EV sales,Cars,PHEV,2016,1200.0,54823.0,537.0,47.0,1193.0,122.0,7.49,4953.0,1063.9,87.52,2.0,73139.0,0.4459087820430255,-1.715605524486552
Austria,EV stock,Cars,FCEV,2016,13.0,41500.0,394.0,81.0,2444.0,209.0,8.44,4820.0,718.3830287168655,205.58,5.0,88993.0,-0.82261908684544,0.7028746469481844
Austria,EV stock,Cars,PHEV,2016,2300.0,55092.25382266809,462.0,67.0,1759.0,131.0,4.08,2381.0,440.01,145.02,4.502075488728932,42984.0,0.5152647395071115,-0.4097031668830684
Austria,EV charging points,EV,Publicly available fast,2016,0.100000001490116,32105.0,150.0,70.0,1598.0,166.0,6.592236728604593,311.0,18.66,466.67,7.0,28861.0,-0.014534934997569108,-0.21808394362087308
Austria,EV charging points,EV,Publicly available slow,2016,0.100000001490116,63008.0,473.47375714819105,73.0,2475.0,155.0,2.16,3572.0,684.4,152.4,7.0,62784.0,0.13106626685179912,1.1270035317853087
